title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,url,categoryName
A1 Interior Designer,5,6,"C1 plotno, 32, Rd Number 4",Mumbai,Maharashtra,IN,,,Interior designer,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=A1%20Interior%20Designer&query_place_id=ChIJN2FUchbH5zsRB5IVkqFsH78,Interior designer
VividArch Architects & Interior Designers,5,10,"56, 2574, Sanman chs",Mumbai,Maharashtra,IN,"https://www.google.com/search?q=VividArch+Architects+&+Interior+Designers&ludocid=4552894894371292803&ibp=gwp;0,7&source=g.page.m._#lpg=cid:CgIgAQ%3D%3D",+91 99300 30042,Interior designer,Architect,Architecture firm,,,,,,,,https://www.google.com/maps/search/?api=1&query=VividArch%20Architects%20%26%20Interior%20Designers&query_place_id=ChIJ8fAFEGfJ5zsRg8awvsghLz8,Interior designer
Sakhi Interior Designer,5,1,,Mumbai,Maharashtra,IN,http://www.sakhinterior.com/,,Interior designer,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sakhi%20Interior%20Designer&query_place_id=ChIJ-Vz4nlKx5zsRMEeZcmPnLHE,Interior designer
Sparkling Smiles Dental Clinic,,,"39a, CG Rd",Mumbai,Maharashtra,IN,,+91 98190 42862,Dental clinic,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sparkling%20Smiles%20Dental%20Clinic&query_place_id=ChIJFz1yw5LJ5zsR97PQpyZ9BiI,Dental clinic
Dr.Cheryl Dental Clinic,4,5,Kaypee Mansion,Mumbai,Maharashtra,IN,,,Dental clinic,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Dr.Cheryl%20Dental%20Clinic&query_place_id=ChIJx_bPWXLJ5zsRjxI0rVn64I8,Dental clinic
"Bhumi Saglani Design Studio – Luxury Residential & Office Interior Designer in Borivali West, Mumbai",4.9,42,"9th Floor, Techno It Park, Interior Design India - Bhumi Saglani 912, New Link Rd, next to Eskay Resort",Mumbai,Maharashtra,IN,https://www.interiordesignindia.in/?utm_source=google_map&utm_medium=gmb&utm_campaign=gmb_link,+91 99209 00291,Interior designer,Architectural designer,Architecture firm,Interior architect office,Interior construction contractor,Interior Decorator,Interior fitting contractor,Kitchen remodeler,Landscape architect,Landscape designer,https://www.google.com/maps/search/?api=1&query=Bhumi%20Saglani%20Design%20Studio%20%E2%80%93%20Luxury%20Residential%20%26%20Office%20Interior%20Designer%20in%20Borivali%20West%2C%20Mumbai&query_place_id=ChIJ-98RmFmx5zsRxJUHFwt_r-w,Interior designer
Happy Smiles -A Family Dental Care,4.9,86,"Shop No. 57/A, Flat no 2, next to Janakalyan Bank",Mumbai,Maharashtra,IN,,+91 89769 27436,Dental clinic,Dental implants periodontist,Dental radiology,,,,,,,,https://www.google.com/maps/search/?api=1&query=Happy%20Smiles%20-A%20Family%20Dental%20Care&query_place_id=ChIJ2esecg_H5zsRx5m7qyTGZr8,Dental clinic
Matrix gaming zone cafe Kandivali west,4.7,80,"Shop 7, Dhavalgiri building, Jamnadas adukia, junction, Swami Vivekanand Rd",Mumbai,Maharashtra,IN,https://www.instagram.com/matrixgamingzone07?igsh=YmZzODNlcmRhaXVx,+91 96195 75228,Internet cafe,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Matrix%20gaming%20zone%20cafe%20Kandivali%20west&query_place_id=ChIJZTeoSPC35zsRZhdnWG6YCbs,Internet cafe
Oral Treat dental clinic,5,94,"4th Floor, Pure Gold, 406, N.G. Acharya Marg, opp. Saroj Sweets, near Chembur",Mumbai,Maharashtra,IN,http://www.oraltreat.in/,+91 70214 77604,Dental clinic,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Oral%20Treat%20dental%20clinic&query_place_id=ChIJ-dxd-x7G5zsRppFf5bn8oSQ,Dental clinic
Helly and Chilly Cafe The white wolf cafe,4.5,69,"Shop no. 13A, Shripal Nagar, opp. Malpani ground",Mumbai,Maharashtra,IN,,+91 77189 94987,Cafe,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Helly%20and%20Chilly%20Cafe%20The%20white%20wolf%20cafe&query_place_id=ChIJ49xs_lq35zsR7_6BzAo1ugI,Cafe
Criolo Dessert Cafe,4.6,38,"Recreation Club, Shop No. 1, Jai Shrinath Niwas, Shantilal Modi Rd, opp. Kandivali",Mumbai,Maharashtra,IN,,+91 83697 35149,Cafe,Bakery,Dessert shop,,,,,,,,https://www.google.com/maps/search/?api=1&query=Criolo%20Dessert%20Cafe&query_place_id=ChIJo86sCky35zsRBFoknW6riWU,Cafe
MAHAVIR CAFE (SutoCafe),4.3,66,"Shop no 18 , Rangoli, 6V4F+M6F Vasant Utsav, Thakur Wadi, Franchisee Outlet: Mahavir Cafe, 8",Mumbai,Maharashtra,IN,https://sutocafe.com/,+91 99875 81710,Cafe,Restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=MAHAVIR%20CAFE%20(SutoCafe)&query_place_id=ChIJk-FCuWm35zsRRrYU4gsmeCY,Cafe
Saisha Cafe,4.9,97,,Mumbai,Maharashtra,IN,https://www.instagram.com/saisha_cafe?igsh=MXNyajZ0N2JsMG13eQ==,+91 72081 29050,Coffee shop,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Saisha%20Cafe&query_place_id=ChIJf0FNLADH5zsREEdPmnXjhcc,Coffee shop
Electrician Parvez Interior Design,5,5,,Mumbai,Maharashtra,IN,https://pkelectricals.in/,+91 72080 96520,Electrician,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Electrician%20Parvez%20Interior%20Design&query_place_id=ChIJp_M1bovFwAAR8aHes5U1e64,Electrician
Dr Zubin's Dental Clinic,4.3,27,"Ground Floor, Hill View apartment, 4 B, Hill Rd",Mumbai,Maharashtra,IN,,+91 22 2640 9903,Dental clinic,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Dr%20Zubin's%20Dental%20Clinic&query_place_id=ChIJnZKhPUHJ5zsRYTygjvK_cE8,Dental clinic
Dr Vajarekar’s Multispeciality Dental Clinic and Orthodontic Care Centre ( Abhi-Gaury Dental Clinic),4.6,43,VN Purav Rd,Mumbai,Maharashtra,IN,,+91 98690 22096,Dentist,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Dr%20Vajarekar%E2%80%99s%20Multispeciality%20Dental%20Clinic%20and%20Orthodontic%20Care%20Centre%20(%20Abhi-Gaury%20Dental%20Clinic)&query_place_id=ChIJPUXG2sTF5zsRdKOfrlEyDWg,Dentist
Gadkaris Dental Clinic,5,170,"Glamcent, 502, Central Ave Rd, above IDFC Bank",Mumbai,Maharashtra,IN,https://gadkarisclinic.com/,+91 98330 43374,Dental clinic,Cosmetic dentist,Dental hygienist,Dental implants periodontist,Dental implants provider,Dental radiology,Dentist,Emergency dental service,Endodontist,,https://www.google.com/maps/search/?api=1&query=Gadkaris%20Dental%20Clinic&query_place_id=ChIJKZKSgZXH5zsRD0S-VtcSMJc,Dental clinic
Avantika Chennai Cafe,4.4,192,,Mumbai,Maharashtra,IN,,+91 99204 06565,Tiffin center,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Avantika%20Chennai%20Cafe&query_place_id=ChIJQXMrOX-35zsROs9Zwft5w3Y,Tiffin center
Suto Coffee (Cafe) - Mahavir Nagar (Kandivali West),4.7,78,"Shop No. 7, ICON Heights, Boraspada Rd, next to MAXUS Cakes",Mumbai,Maharashtra,IN,,+91 98210 40688,Cafe,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Suto%20Coffee%20(Cafe)%20-%20Mahavir%20Nagar%20(Kandivali%20West)&query_place_id=ChIJ5VCB6RK35zsRhYrmAuFIOZY,Cafe
The Momo's Cafe,5,112,"shop no 05, sector 03, opp. Dominos Pizza",Mumbai,Maharashtra,IN,,+91 99300 02297,Cafe,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=The%20Momo's%20Cafe&query_place_id=ChIJv8vctte35zsRCyRAQwg8WaE,Cafe
SolHaus Coffee,4.8,342,"Shop 1, OM HEMGIRI CHS, Sant Dnyaneshwar Rd",Mumbai,Maharashtra,IN,,+91 84540 33772,Coffee shop,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=SolHaus%20Coffee&query_place_id=ChIJnS-KKgCx5zsRogVswwZk1y4,Coffee shop
SLOW Café,4.1,424,4,Mumbai,Maharashtra,IN,,+91 90049 28558,Coffee shop,Bakery,Cafe,,,,,,,,https://www.google.com/maps/search/?api=1&query=SLOW%20Caf%C3%A9&query_place_id=ChIJndi1MwC35zsRUdHsy5X0ra8,Coffee shop
Modern Home Interior Designer - Best Interior Designer in Mumbai/vashi/navi Mumbai | Top Interior Decorator in Mumbai/vashi,5,1,"Matang Rushi Nagar, 20 Feet Road",Mumbai,Maharashtra,IN,,+91 80976 86236,Interior designer,Interior Decorator,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Modern%20Home%20Interior%20Designer%20-%20Best%20Interior%20Designer%20in%20Mumbai%2Fvashi%2Fnavi%20Mumbai%20%7C%20Top%20Interior%20Decorator%20in%20Mumbai%2Fvashi&query_place_id=ChIJuwZoTkbH5zsRjapOKn_4CzU,Interior designer
Cafe Old Friends Chembur,4.9,86,"shop No 26, Pink Corner, Nichaldas Market",Mumbai,Maharashtra,IN,https://magicpin.in/Mumbai/Chembur/Restaurant/Cafe-Old-Friends/store/bab3c4/?utm_source=gbp,+91 88559 88779,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Cafe%20Old%20Friends%20Chembur&query_place_id=ChIJ5W6CBQbH5zsRhvEEakieSpY,Restaurant
Third Wave Coffee,4.7,1930,"Final Plot No 90, B Wing, Shop No 4-5, Ground Floor, Floor, Emerald",Mumbai,Maharashtra,IN,https://www.thirdwavecoffeeroasters.com/,+91 80500 03585,Cafe,Coffee roastery,Coffee shop,Coffee store,,,,,,,https://www.google.com/maps/search/?api=1&query=Third%20Wave%20Coffee&query_place_id=ChIJk6dlssex5zsRpacOp3msk6M,Cafe
A2 The Designers Studio,4.9,55,,Mumbai,Maharashtra,IN,,+91 77009 46122,Interior designer,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=A2%20The%20Designers%20Studio&query_place_id=ChIJQd91DJPJ5zsRfIBJmRM6Xk8,Interior designer
Simply Gaming - The Ultimate Gaming Café in Kandivali,4.7,360,"GP-23, Second Floor, Raghuleela Mega Mall, Boraspada Rd, near Poisar",Mumbai,Maharashtra,IN,https://www.simplygaming.in/,+91 99877 94974,Internet cafe,Video game rental store,Video game store,,,,,,,,https://www.google.com/maps/search/?api=1&query=Simply%20Gaming%20-%20The%20Ultimate%20Gaming%20Caf%C3%A9%20in%20Kandivali&query_place_id=ChIJgdA3Yqq35zsRvzm_HD3xto0,Internet cafe
"Le Cafe | Best European Cafe in Chembur, Mumbai",4.4,3444,"Jewel of chembur, Rd No. 1, opp. Bmc OFFice, near Natraj Cinema",Mumbai,Maharashtra,IN,https://le-cafe-best-european-cafe-in-chembur-mu.usemaxapp.com/,+91 22 6709 9977,Cafe,Bar,Bistro,Coffee shop,European restaurant,Restaurant,,,,,https://www.google.com/maps/search/?api=1&query=Le%20Cafe%20%7C%20Best%20European%20Cafe%20in%20Chembur%2C%20Mumbai&query_place_id=ChIJg3iJeXfH5zsRQzQnlXS0qwk,Cafe
Createfo'em - Best Interior Designer in Mumbai,,,"Office no. 32, 3rd floor, Deccan Court, Swami Vivekanand Rd, beside movie time suburbia",Mumbai,Maharashtra,IN,https://createfoem.com/,,Interior designer,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Createfo'em%20-%20Best%20Interior%20Designer%20in%20Mumbai&query_place_id=ChIJ3asvmUPJ5zsRlYKvRNyygRk,Interior designer
R Hapi Restaurant Mira Road,4.5,3245,Penkarpada Rd,Mira Bhayandar,Maharashtra,IN,https://rhapibrewingcompany.com/,+91 81048 03915,Restaurant,Bar & grill,Beer garden,Brunch restaurant,Cafe,Fine dining restaurant,Italian restaurant,Wine club,,,https://www.google.com/maps/search/?api=1&query=R%20Hapi%20Restaurant%20Mira%20Road&query_place_id=ChIJjzyTA0Cx5zsRZ0HwLW-hnzA,Restaurant
Color Cafe - Salon [Estd:. 2006],4.9,1321,"Ground Floor, Kailash Building, 156, Waterfield Road, next to China Gate Restaurant",Mumbai,Maharashtra,IN,https://www.colorcafe.co.in/,+91 80801 26688,Beauty Salon,Barber shop,Facial spa,Hair extension technician,Hair extensions supplier,Nail salon,Spa,Hairdresser,Waxing Hair-Removal Service,,https://www.google.com/maps/search/?api=1&query=Color%20Cafe%20-%20Salon%20%5BEstd%3A.%202006%5D&query_place_id=ChIJp2qtpT_J5zsRW04J4R38nSg,Beauty Salon
"HomeLane Chembur, Interior Design Studio",,,Yash residency,Mumbai,Maharashtra,IN,https://www.homelane.com/,+91 1800 102 4663,Interior designer,Interior construction contractor,Interior Decorator,Landscape architect,,,,,,,https://www.google.com/maps/search/?api=1&query=HomeLane%20Chembur%2C%20Interior%20Design%20Studio&query_place_id=ChIJyROl7HzH5zsRIZLQMNG2AHg,Interior designer
Mahek Homes Interior designer,,,,,,,http://www.indiamart.com/,+91 84509 04160,Interior designer,Service establishment,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Mahek%20Homes%20Interior%20designer&query_place_id=ChIJlZY0p_nF5zsRX1HryYHwz5c,Interior designer
Nityanand Restaurant & Bar,4,1027,"Shop No. 1, Mahatma Gandhi Rd",Mumbai,Maharashtra,IN,https://my.unogreen.in/my-digital-card/VBW9I4,+91 22 2967 0314,Chinese restaurant,Bar,Barbecue restaurant,Non vegetarian restaurant,South Indian restaurant,,,,,,https://www.google.com/maps/search/?api=1&query=Nityanand%20Restaurant%20%26%20Bar&query_place_id=ChIJs2vifMW25zsR18zStCPpO2M,Chinese restaurant
Ahilya Dental Clinic,5,5,"6/233 P.M.G.P Colony mankhurd, mohite patil nagar Sant Rohidas Marg, mankhurd West, Mankhurd",Mumbai,Maharashtra,IN,https://www.eka.care/doctor/dr-kumar-mukesh-tarachand-family-dental-surgeon-mumbai?utm_source=gmb&utm_medium=website&utm_campaign=032023,+91 91375 00914,Dental clinic,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Ahilya%20Dental%20Clinic&query_place_id=ChIJGfsNk3DG5zsRPMZw7Cf07Ss,Dental clinic
Crave O' Clock Cafe,4.9,73,"dosti oro 67 C23, Bandar Pakhadi Rd",Mumbai,Maharashtra,IN,,+91 72086 82007,Cafe,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Crave%20O'%20Clock%20Cafe&query_place_id=ChIJL1HuAQC35zsR6C7YiN2Zn94,Cafe
SOLE – Multicuisine Café,4.8,140,Satya Nagar Rd,Mumbai,Maharashtra,IN,,+91 90762 49995,Cafe,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=SOLE%20%E2%80%93%20Multicuisine%20Caf%C3%A9&query_place_id=ChIJm-0tBqO35zsRLlnCGvfzrlk,Cafe
Teaory Cafe,4.9,102,"shop no 10, Shubh Kamna",Mumbai,Maharashtra,IN,,+91 74004 65529,Cafe,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Teaory%20Cafe&query_place_id=ChIJid5X5O-35zsRhCsRnxUUwkk,Cafe
Classic Pure Veg Restaurant,3.9,4809,"Bhanu apt, Sant Dnyaneshwar Rd",Mumbai,Maharashtra,IN,https://classicpureveg.com/Borivali.html,+91 91363 03041,Vegetarian restaurant,Breakfast restaurant,Chinese restaurant,Continental restaurant,Fast food restaurant,Indian restaurant,Indian sizzler restaurant,Italian restaurant,Mexican restaurant,South Indian restaurant,https://www.google.com/maps/search/?api=1&query=Classic%20Pure%20Veg%20Restaurant&query_place_id=ChIJ8RVOkcKw5zsRb-ZaxPcV6Vk,Vegetarian restaurant
Bistro & Brew Cafe | Best Cafe in Kandivali,4.9,724,"Shop no 3, SATYAM APARTMENT, Asha Nagar Rd",Mumbai,Maharashtra,IN,,+91 70219 43200,Cafe,Coffee shop,Italian restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=Bistro%20%26%20Brew%20Cafe%20%7C%20Best%20Cafe%20in%20Kandivali&query_place_id=ChIJ618bl9W35zsRDSlpu-8NlVs,Cafe
"Livspace - The Furnishing Store, Linking Road, Bandra",4.5,490,"New Hindustan Co-op Housing Society Ltd, 11, Linking Rd",Mumbai,Maharashtra,IN,https://www.livspace.com/in/interiors/mumbai/bandra?utm_medium=GMB&utm_source=wb_bandra,+91 80 4775 9127,Interior designer,Bathroom remodeler,Cabinet store,Furniture manufacturer,Furniture store,General contractor,Home improvement store,Interior Decorator,Kitchen furniture store,Kitchen remodeler,https://www.google.com/maps/search/?api=1&query=Livspace%20-%20The%20Furnishing%20Store%2C%20Linking%20Road%2C%20Bandra&query_place_id=ChIJz8scZJbJ5zsRNQwoYXVZOKc,Interior designer
Urban Design Interior | Best interior designer | Top interior designers | luxury interior designer,4.8,66,"Gala Nombar 325, SG Barve Marg","E Mumbai, Mumbai",Maharashtra,IN,https://www.urbandesigninteriors.in/,+91 80 4804 7895,Interior designer,Carpenter,Electrician,Furniture manufacturer,Interior architect office,Kitchen furniture store,Kitchen remodeler,Modular home builder,,,https://www.google.com/maps/search/?api=1&query=Urban%20Design%20Interior%20%7C%20Best%20interior%20designer%20%7C%20Top%20interior%20designers%20%7C%20luxury%20interior%20designer&query_place_id=ChIJM2kTn3HJ5zsRZE1fUy82y4Y,Interior designer
Kaffeine: Cafe & Kitchen,4.2,2249,"Shop No 1, Ground & First Floor, Sakshat, Navkar Paradise, Shimpoli Rd, opp. Mega Party Hall",Mumbai,Maharashtra,IN,http://kaffeinemumbai.com/,+91 70214 93113,Cafe,Restaurant,Chinese restaurant,Continental restaurant,Indian restaurant,Italian restaurant,Vegetarian restaurant,,,,https://www.google.com/maps/search/?api=1&query=Kaffeine%3A%20Cafe%20%26%20Kitchen&query_place_id=ChIJl9Kcfiq35zsRd3NJBVQq-0o,Cafe
Teeth Time Dental Clinic,4.9,88,"578/4, Kherwadi Rd, opp. building no 25",Mumbai,Maharashtra,IN,,+91 93210 27838,Dental clinic,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Teeth%20Time%20Dental%20Clinic&query_place_id=ChIJ-by7owHJ5zsR9MEyetFUqmM,Dental clinic
Beswal Dental Clinic,4.9,127,Road No. 19,Mumbai,Maharashtra,IN,https://drarjavbeswal.com/,+91 98192 80824,Dental clinic,Pediatric dentist,Dental implants provider,Dentist,Endodontist,Orthodontist,,,,,https://www.google.com/maps/search/?api=1&query=Beswal%20Dental%20Clinic&query_place_id=ChIJU-s2Px7G5zsRpVaG6TjkGXI,Dental clinic
Silver Coin Restaurant & Bar,4.1,2398,"Raj Sebastian Kinny Society, Cross Road 4",Mumbai,Maharashtra,IN,http://www.silvercoinindia.com/,+91 98216 13232,Seafood restaurant,Bar,Biryani restaurant,Chinese restaurant,Delivery Chinese restaurant,Diner,Indian restaurant,Indian sizzler restaurant,Mughlai restaurant,North Indian restaurant,https://www.google.com/maps/search/?api=1&query=Silver%20Coin%20Restaurant%20%26%20Bar&query_place_id=ChIJs08DBh-x5zsRa-sGvdonqE8,Seafood restaurant
GOSSSIP CORNER - CAFE - RESTO,4.1,86,"Shop no. 4,5,103, Gagangiri Complex, New Link Rd",Mumbai,Maharashtra,IN,https://www.thegosssipcorner.com/,+91 93721 83595,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=GOSSSIP%20CORNER%20-%20CAFE%20-%20RESTO&query_place_id=ChIJCd6W-iSx5zsRvOmkosCnbLY,Restaurant
Smile Alliance Dental Clinic,5,19,"Shri Prasad Building, 3, 15th Rd",Mumbai,Maharashtra,IN,,+91 22 2520 0123,Dental clinic,Dental implants provider,Endodontist,Teeth whitening service,,,,,,,https://www.google.com/maps/search/?api=1&query=Smile%20Alliance%20Dental%20Clinic&query_place_id=ChIJD-2lEYPJ5zsRjC9DM1FT6Y4,Dental clinic
Nuvola Cafe,4.9,195,"Shop No. 8, Soni Paradise C.H.S. Ltd., Om Shivam Premises, Shimpoli Rd",Mumbai,Maharashtra,IN,https://nuvolagelato.in/,+91 99872 65260,Cafe,Coffee shop,Coworking space,,,,,,,,https://www.google.com/maps/search/?api=1&query=Nuvola%20Cafe&query_place_id=ChIJ90PPqiWx5zsRXiXmx1UadXc,Cafe
Apex Dental Clinic - Dr. Shreya Gandhi,4.8,54,"Acharya Smruti, CG Rd",Mumbai,Maharashtra,IN,http://www.apexdentalmumbai.com/,+91 99878 27037,Dental clinic,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Apex%20Dental%20Clinic%20-%20Dr.%20Shreya%20Gandhi&query_place_id=ChIJ07TC_Z_H5zsROI0B2m2UNSc,Dental clinic
Samir Interior - Interior Designing & Services in Mumbai,5,4,"38/1/1, 3, RCF Rd, opp. Golf Club",Mumbai,Maharashtra,IN,http://samir-interior.ueniweb.com/,+91 72081 87995,Interior designer,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Samir%20Interior%20-%20Interior%20Designing%20%26%20Services%20in%20Mumbai&query_place_id=ChIJb-SApaXP5zsRgxfATuVBYAM,Interior designer
Dragon Flame - Chinese Restaurant,4.4,8,"Shop No. 01, Shri Bajarang SRA CHS, off New Link Road",Mumbai,Maharashtra,IN,https://www.dragonflame.in/,+91 97078 61786,Chinese Takeaway,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Dragon%20Flame%20-%20Chinese%20Restaurant&query_place_id=ChIJI2YV2n235zsR6Sk_AWq-tGA,Chinese Takeaway
Magari,4.2,1257,"Siddhivinayak CHS, 86/853, Petrol pump lane",Mumbai,Maharashtra,IN,https://www.instagram.com/magaricafe/?hl=en,+91 93724 97573,Cafe,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Magari&query_place_id=ChIJSY8rWnK35zsRCZ2XaWY35mM,Cafe
IMPLANET Dental Care,4.9,68,Ramakrishna Chemburkar Marg,Mumbai,Maharashtra,IN,,+91 92232 18174,Dental clinic,Dentist,,,,,,,,,https://www.google.com/maps/search/?api=1&query=IMPLANET%20Dental%20Care&query_place_id=ChIJWwEKqaDI5zsR17-orBeC7J4,Dental clinic
Jk space design - Best Interior Designers & Contractor in Mumbai,5,5,"Room no 9, 2nd floor, Satyam 1, near The Fine Arts Society",Mumbai,Maharashtra,IN,http://www.jkspacedesign.com/,+91 98678 01075,Interior designer,Architecture firm,Furniture maker,Home staging service,Interior architect office,Interior construction contractor,Interior Decorator,Interior fitting contractor,Kitchen remodeler,Painting,https://www.google.com/maps/search/?api=1&query=Jk%20space%20design%20-%20Best%20Interior%20Designers%20%26%20Contractor%20in%20Mumbai&query_place_id=ChIJH3tgDprJ5zsREzdvPXn8ju4,Interior designer
Rennovate,4.8,111,"Lodha New Cuffe Parade Lodha Supremus 510, near Wadala Truck Terminal",Mumbai,Maharashtra,IN,https://www.rennovate.co.in/,+91 82680 01801,Interior designer,Interior architect office,Interior Decorator,,,,,,,,https://www.google.com/maps/search/?api=1&query=Rennovate&query_place_id=ChIJ53hsOE225zsRA__voxoaVD4,Interior designer
I-Smile Dental Care & Implant Centre,5,42,"Shop no 11, Sector G, MGR Rd",Mumbai,Maharashtra,IN,,+91 90297 62806,Dental clinic,Cosmetic dentist,Dentist,Oral and maxillofacial surgeon,,,,,,,https://www.google.com/maps/search/?api=1&query=I-Smile%20Dental%20Care%20%26%20Implant%20Centre&query_place_id=ChIJrdJL1P3F5zsROzOjEmllC88,Dental clinic
A H Interior Designer,5,17,"No. 11, Mangal Murti Complex, Shop No. 24 Building, G M, Link Rd",Mumbai,Maharashtra,IN,https://a-h-interior.localo.site/?utm_source=google&utm_medium=business_profile&utm_campaign=localo_site_localo,+91 99206 07874,Interior designer,Grill,Carpenter,Electrician,Painter,Plumber,,,,,https://www.google.com/maps/search/?api=1&query=A%20H%20Interior%20Designer&query_place_id=ChIJQw4AoyTH5zsRjpxJnPyb-xA,Interior designer
Celestial Dental Clinic,5,70,"Shop no 03, Veer sidhanak, ST bus depot, Shiv Shrusti Rd, opposite kurla",Mumbai,Maharashtra,IN,https://drceleste.drxpro.in/,+91 83693 27492,Dental clinic,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Celestial%20Dental%20Clinic&query_place_id=ChIJyz6tGjvJ5zsRciSiHVqJ3Ss,Dental clinic
"Dr. Rathod Dental Clinic-Best Dentist in Kurla, Mumbai",5,321,"Shop No. 07, Building No.48, Sampada, next to Dr Nadkarni Pediatric Clinic",Mumbai,Maharashtra,IN,,+91 99674 39167,Dental clinic,Dental implants periodontist,Dental implants provider,Dentist,Doctor,Pediatric dentist,,,,,https://www.google.com/maps/search/?api=1&query=Dr.%20Rathod%20Dental%20Clinic-Best%20Dentist%20in%20Kurla%2C%20Mumbai&query_place_id=ChIJz8xRC77I5zsRSZPbWvRf9Mg,Dental clinic
